hr,hum,windspeed,temp_c,feels_like_c,casual,registered,fall,spring,summer,winter,date,new,day,year,month,is_holiday,is_workday,weather,target
3,0.5,15,-2.36,-8.0008,0,1,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,1
4,0.54,9,-3.3,-8.0008,1,2,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,3
5,0.54,17,-3.3,-8.9974,0,3,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,3
6,0.5,19,-2.36,-8.0008,0,31,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,31
7,0.5,15,-2.36,-8.0008,2,75,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,77
8,0.5,19,-2.36,-8.0008,4,184,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,188
9,0.5,17,-1.42,-8.0008,2,92,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,94
10,0.5,20,-1.42,-8.0008,0,31,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,31
11,0.47,19,-0.48,-6.9976,2,28,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,30
12,0.4,19,1.4,-4.0012,5,47,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,52
13,0.4,19,1.4,-4.0012,4,50,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,54
14,0.4,15,1.4,-2.998,0,47,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,47
15,0.4,15,1.4,-2.998,2,43,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,mist,45
16,0.4,9,1.4,-2.0014,4,70,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,74
17,0.4,7,1.4,-0.9982,4,174,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,178
18,0.4,15,1.4,-2.998,1,154,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,155
19,0.47,11,-0.48,-4.9978,3,92,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,95
20,0.5,11,-0.48,-4.9978,1,73,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,74
21,0.59,13,-1.42,-6.9976,1,37,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,38
22,0.59,11,-1.42,-6.001,2,22,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,24
23,0.59,11,-1.42,-6.001,0,18,0,0,0,1,1-10-2011,2011-01-10,Monday,is_2011,january,no,yes,clear,18
0,0.59,7,-1.42,-4.9978,2,10,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,clear,12
1,0.59,11,-1.42,-6.001,0,3,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,clear,3
2,0.55,13,-0.48,-6.001,0,3,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,3
5,0.55,9,-0.48,-4.0012,0,6,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,6
6,0.55,9,-0.48,-4.0012,0,27,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,27
7,0.55,0,-0.48,-0.9982,2,97,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,99
8,0.51,6,0.46,-2.0014,3,214,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,217
9,0.51,11,0.46,-2.998,3,127,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,130
10,0.51,11,1.4,-2.0014,3,51,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,54
11,0.47,9,1.4,-2.0014,4,31,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,35
12,0.51,7,1.4,-0.9982,2,55,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,57
13,0.59,6,1.4,-0.9982,6,46,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,52
14,0.59,6,1.4,-0.9982,3,60,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,63
15,0.8,6,-0.48,-2.998,2,45,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,47
16,0.86,15,-0.48,-6.001,4,72,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,76
17,0.86,15,-0.48,-6.001,6,130,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,mist,136
18,0.93,7,-0.48,-4.0012,1,94,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,light_snow,95
19,0.93,0,-0.48,-0.9982,0,51,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,light_snow,51
20,0.93,13,-0.48,-6.001,0,32,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,light_snow,32
21,0.86,6,-0.48,-2.998,0,20,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,light_snow,20
22,0.93,7,-0.48,-4.0012,1,28,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,light_snow,29
23,0.93,6,-0.48,-2.998,1,18,0,0,0,1,1-11-2011,2011-01-11,Tuesday,is_2011,january,no,yes,light_snow,19
0,0.86,6,-0.48,-2.998,0,7,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,mist,7
1,0.86,7,-0.48,-4.0012,0,6,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,mist,6
2,0.86,9,-1.42,-6.001,0,1,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,1
5,0.86,11,-1.42,-6.001,0,5,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,5
6,0.93,9,-2.36,-6.001,0,16,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,16
7,0.69,9,-1.42,-6.001,0,54,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,54
8,0.59,11,-0.48,-4.9978,3,125,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,128
9,0.59,22,-0.48,-6.9976,3,78,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,81
10,0.55,15,0.46,-4.0012,0,39,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,39
11,0.51,26,1.4,-4.0012,3,32,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,35
12,0.47,39,1.4,-6.001,3,52,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,55
13,0.44,24,2.34,-2.998,0,49,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,49
14,0.47,22,1.4,-4.0012,0,44,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,44
15,0.47,28,1.4,-4.9978,1,48,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,49
16,0.44,22,2.34,-2.998,5,63,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,68
17,0.47,24,1.4,-4.0012,0,139,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,139
18,0.47,35,1.4,-6.001,2,135,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,137
19,0.47,28,0.46,-6.001,1,82,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,83
20,0.5,22,-0.48,-6.9976,2,54,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,56
21,0.55,22,-0.48,-6.9976,0,57,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,57
22,0.55,30,-0.48,-8.0008,1,32,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,33
23,0.59,28,-1.42,-8.9974,1,19,0,0,0,1,1-12-2011,2011-01-12,Wednesday,is_2011,january,no,yes,clear,20
0,0.59,19,-1.42,-8.0008,1,6,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,7
1,0.5,19,-1.42,-8.0008,0,2,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,2
2,0.5,24,-1.42,-8.0008,0,2,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,2
3,0.5,22,-1.42,-8.0008,0,3,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,3
4,0.5,17,-1.42,-8.0008,0,4,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,4
5,0.5,20,-1.42,-8.0008,0,3,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,3
6,0.54,9,-2.36,-6.001,0,28,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,28
7,0.54,9,-2.36,-6.001,0,72,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,72
8,0.5,13,-1.42,-6.9976,5,197,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,202
9,0.5,22,-1.42,-8.0008,2,137,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,139
10,0.5,24,-0.48,-6.9976,2,36,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,mist,38
11,0.44,30,1.4,-4.9978,4,33,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,mist,37
12,0.44,28,1.4,-4.9978,3,49,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,52
13,0.41,30,2.34,-2.998,2,81,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,83
14,0.41,26,2.34,-2.998,3,39,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,42
15,0.38,20,3.28,-2.0014,5,55,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,60
16,0.38,24,3.28,-2.0014,2,76,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,78
17,0.4,19,1.4,-4.0012,4,158,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,162
18,0.4,22,1.4,-4.0012,3,141,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,144
19,0.47,17,-0.48,-6.001,1,98,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,99
20,0.47,15,-0.48,-6.001,0,64,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,64
21,0.46,20,-1.42,-8.0008,0,40,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,40
22,0.46,22,-1.42,-8.0008,0,30,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,30
23,0.5,13,-2.36,-6.9976,1,14,0,0,0,1,1-13-2011,2011-01-13,Thursday,is_2011,january,no,yes,clear,15
0,0.5,13,-2.36,-6.9976,0,14,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,14
1,0.54,11,-3.3,-8.0008,0,5,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,5
2,0.54,9,-3.3,-8.0008,0,1,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,1
3,0.54,7,-3.3,-6.9976,0,1,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,1
5,0.54,6,-3.3,-6.9976,0,8,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,8
6,0.54,0,-3.3,-4.0012,0,17,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,17
7,0.74,11,-3.3,-8.0008,0,70,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,70
8,0.68,0,-2.36,-4.9978,2,156,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,158
9,0.69,9,-1.42,-6.001,0,117,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,117
10,0.55,13,0.46,-4.0012,4,40,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,44
11,0.51,19,0.46,-4.9978,6,47,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,53
12,0.44,17,1.4,-2.998,2,59,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,61
13,0.37,26,2.34,-2.998,4,73,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,77
14,0.41,19,2.34,-2.0014,5,59,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,64
15,0.38,11,3.28,-0.0016,9,59,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,68
16,0.41,7,2.34,-0.0016,3,87,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,90
17,0.41,11,2.34,-0.9982,4,155,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,159
18,0.47,0,1.4,1.0016,5,134,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,139
19,0.59,6,-0.48,-2.998,3,89,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,92
20,0.59,0,0.46,-0.0016,0,68,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,68
21,0.69,0,-0.48,-0.9982,4,48,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,clear,52
22,0.69,0,-0.48,-0.9982,2,34,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,mist,36
23,0.55,0,0.46,-0.0016,1,26,0,0,0,1,1-14-2011,2011-01-14,Friday,is_2011,january,no,yes,mist,27
0,0.55,0,0.46,-0.0016,3,25,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,28
1,0.59,6,-0.48,-2.998,2,18,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,20
2,0.59,6,-0.48,-2.998,0,12,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,12
3,0.59,0,-0.48,-0.9982,1,7,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,8
4,0.59,0,-0.48,-0.9982,0,5,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,5
5,0.59,0,-0.48,-0.9982,0,1,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,1
6,0.63,7,-1.42,-4.9978,1,2,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,3
7,0.63,0,-1.42,-2.0014,1,9,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,10
8,0.63,9,-1.42,-6.001,1,22,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,23
9,0.64,9,-0.48,-4.0012,2,31,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,33
10,0.59,11,0.46,-2.998,2,57,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,59
11,0.55,15,1.4,-2.998,18,54,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,72
12,0.48,15,3.28,-0.9982,15,74,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,89
13,0.38,20,5.16,1.0016,21,80,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,101
14,0.39,19,6.1,3.0014,26,92,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,118
15,0.36,13,7.04,5.0012,21,108,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,129
16,0.34,13,7.98,5.9978,33,95,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,128
17,0.36,19,7.04,3.998,29,54,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,83
18,0.45,17,6.1,3.0014,15,69,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,84
19,0.39,17,7.04,3.998,14,60,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,74
20,0.39,17,7.04,3.998,6,35,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,41
21,0.39,15,7.04,3.998,6,51,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,57
22,0.42,7,6.1,5.0012,0,26,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,mist,26
23,0.45,19,6.1,3.0014,5,39,0,0,0,1,1-15-2011,2011-01-15,Saturday,is_2011,january,no,no,clear,44
0,0.56,0,4.22,3.998,6,33,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,39
1,0.56,9,4.22,1.9982,4,19,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,23
2,0.56,6,4.22,3.0014,3,13,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,16
3,0.69,0,2.34,1.9982,9,6,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,15
4,0.56,11,4.22,1.0016,0,1,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,1
5,0.56,11,4.22,1.0016,1,1,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,mist,2
6,0.56,11,4.22,1.0016,0,1,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,mist,1
7,0.56,20,3.28,-2.0014,0,3,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,mist,3
8,0.55,19,2.34,-2.0014,0,18,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,18
9,0.51,17,2.34,-2.0014,3,29,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,32
10,0.51,19,2.34,-2.0014,8,71,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,79
11,0.44,17,3.28,-0.9982,23,70,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,93
12,0.41,19,3.28,-2.0014,29,75,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,104
13,0.35,20,4.22,-0.9982,23,95,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,118
14,0.36,17,5.16,1.9982,22,69,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,91
15,0.38,17,4.22,-0.0016,35,78,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,113
16,0.38,15,3.28,-0.9982,22,77,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,99
17,0.37,17,2.34,-2.0014,23,82,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,105
18,0.4,11,1.4,-2.0014,11,56,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,67
19,0.47,9,0.46,-2.998,14,47,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,61
20,0.47,11,0.46,-2.998,7,50,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,57
21,0.51,11,0.46,-2.998,6,22,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,clear,28
22,0.49,9,1.4,-2.0014,2,19,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,mist,21
23,0.4,7,1.4,-0.9982,0,18,0,0,0,1,1-16-2011,2011-01-16,Sunday,is_2011,january,no,no,mist,18
0,0.47,15,1.4,-2.998,1,16,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,17
1,0.44,13,1.4,-2.998,1,15,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,16
2,0.43,17,0.46,-4.9978,0,8,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,8
3,0.43,13,0.46,-4.0012,0,2,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,2
4,0.43,9,0.46,-2.998,1,2,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,3
5,0.43,11,0.46,-2.998,0,1,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,1
6,0.43,13,0.46,-4.0012,0,5,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,5
7,0.5,9,-0.48,-4.0012,4,9,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,13
8,0.47,15,-0.48,-6.001,3,30,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,33
9,0.47,15,-0.48,-6.001,8,39,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,47
10,0.5,17,-0.48,-6.001,7,50,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,57
11,0.55,13,-0.48,-6.001,9,55,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,64
12,0.47,9,0.46,-2.998,10,70,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,80
13,0.47,9,0.46,-2.998,13,80,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,93
14,0.43,7,0.46,-2.0014,12,74,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,86
15,0.47,11,1.4,-2.0014,21,72,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,93
16,0.47,11,1.4,-2.0014,6,76,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,82
17,0.51,13,1.4,-2.998,4,67,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,clear,71
18,0.55,17,0.46,-4.9978,7,85,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,mist,92
19,0.59,13,0.46,-4.0012,2,58,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,light_snow,60
20,0.8,13,-0.48,-6.001,4,29,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,light_snow,33
21,0.8,13,-0.48,-6.001,3,24,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,light_snow,27
22,0.93,17,-1.42,-8.0008,0,13,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,light_snow,13
23,0.86,19,-0.48,-6.9976,1,3,0,0,0,1,1-17-2011,2011-01-17,Monday,is_2011,january,yes,no,light_snow,4
12,0.86,22,1.4,-4.0012,0,3,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,3
13,0.86,15,1.4,-2.998,0,22,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,22
14,0.8,11,2.34,-0.9982,2,26,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,28
15,0.87,11,2.34,-0.9982,3,32,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,35
16,0.87,13,2.34,-0.9982,0,61,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,61
17,0.82,13,2.34,-0.9982,1,124,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,125
18,0.8,11,2.34,-0.9982,1,132,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,133
19,0.8,9,2.34,-0.9982,1,98,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,99
20,0.87,0,2.34,1.9982,0,83,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,83
21,0.93,7,2.34,-0.0016,0,41,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,41
22,0.93,6,2.34,1.0016,0,33,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,33
23,0.93,0,2.34,1.9982,1,19,0,0,0,1,1-18-2011,2011-01-18,Tuesday,is_2011,january,no,yes,mist,20
0,0.93,0,2.34,1.9982,0,3,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,3
1,0.93,9,2.34,-0.9982,1,6,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,light_snow,7
2,0.93,9,2.34,-0.9982,0,3,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,light_snow,3
4,0.93,9,2.34,-0.9982,1,1,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,light_snow,2
5,0.93,6,2.34,1.0016,0,7,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,7
6,0.93,6,2.34,1.0016,0,32,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,32
7,0.92,7,3.28,1.0016,1,89,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,90
8,0.93,7,3.28,1.0016,1,196,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,197
9,0.93,7,3.28,1.0016,2,107,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,109
10,0.93,9,4.22,1.9982,1,46,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,47
11,0.87,6,5.16,3.998,5,47,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,52
12,0.81,6,6.1,5.0012,5,65,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,mist,70
13,0.62,19,10.8,11.0006,11,67,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,clear,78
14,0.58,17,10.8,11.0006,7,68,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,clear,75
15,0.54,19,10.8,11.0006,4,78,0,0,0,1,1-19-2011,2011-01-19,Wednesday,is_2011,january,no,yes,clear,82
